id,date,description,counterparty,account,debit,credit,category,source,created_at
42,2024-09-06,Paid Chq # 02814745 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,685580.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
43,2024-09-12,Paid Chq # 02814747 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,685580.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
44,2024-09-12,Purchase Plastic Drums,HTG Petro,Bank,117000.0,0.0,Purchases - Plastic Drums,htg_petro,2026-04-21 07:01:25
45,2024-09-21,Paid Chq # 02814749 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,1000000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
46,2024-09-23,Paid Chq # 02814752 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,1659645.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
47,2024-09-24,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
48,2024-09-26,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
49,2024-09-27,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
50,2024-09-28,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
51,2024-10-15,Paid Chq # 00001267 HBL HTG Petro,HTG Petro,Bank,0.0,300000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
52,2024-10-16,Paid Cash to Ehtasham sb against plastic drums,HTG Petro,Bank,0.0,78000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
53,2024-10-17,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
54,2024-10-19,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
55,2024-10-28,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
56,2024-10-30,Paid Chq # 02814756 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,578200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
57,2024-10-30,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
58,2024-10-31,Purchase IBC's Small Tanks,HTG Petro,Bank,578200.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
59,2024-11-06,Paid Chq # 02814757 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,578200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
60,2024-11-16,Paid Chq # 02814758 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,578200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
61,2024-11-19,Paid Chq # 02814759 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,578200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
62,2024-11-30,Paid Chq # 00001251 Habib Bank HTG Petro,HTG Petro,Bank,0.0,500000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
63,2024-12-12,Purchase IBC's Small Tanks,HTG Petro,Bank,454300.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
64,2024-12-18,Purchase Plastic Drums,HTG Petro,Bank,117000.0,0.0,Purchases - Plastic Drums,htg_petro,2026-04-21 07:01:25
65,2025-01-08,Paid Chq # 88507461 Bank Al Falah HTG Petro,HTG Petro,Bank,0.0,1156400.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
66,2025-01-13,Paid Chq # 06567367 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,578200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
67,2025-01-22,Paid Chq # 06567569 Meezan bank HTG Petro,HTG Petro,Bank,0.0,1032500.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
68,2025-01-22,Paid against plastic drums Dep MBL Ehtasham A/C,HTG Petro,Bank,0.0,312200.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
69,2025-01-23,Purchase IBC's Small Tanks BILL # 1216,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
70,2025-01-24,Purchase IBC's Small Tanks,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
71,2025-02-24,Purchase Plastic Drums,HTG Petro,Bank,117000.0,0.0,Purchases - Plastic Drums,htg_petro,2026-04-21 07:01:25
72,2025-03-01,Purchase IBC's Small Tanks BILL # 1268,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
73,2025-03-02,Purchase IBC's Small Tanks BILL # 1268,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
74,2025-03-22,Purchase IBC's Small Tanks BILL # 1308,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
75,2025-03-23,Purchase IBC's Small Tanks BILL # 1308,HTG Petro,Bank,619500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
76,2025-03-28,Paid Cash to Ehtasham sb against plastic drums,HTG Petro,Bank,0.0,150000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
77,2025-04-15,Paid Chq # 33855829 Bank Al Baraka HTG Petro,HTG Petro,Bank,0.0,619500.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
78,2025-04-16,Paid Chq # 06567381 Meezan Bank HTG Petro,HTG Petro,Bank,0.0,150000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
79,2025-04-17,Dep Cash Meezan Bank Pakistan Drums,HTG Petro,Bank,0.0,469500.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
80,2025-04-17,Paid Chq # 88507478 Bank Al Falah HTG Petro,HTG Petro,Bank,0.0,1239000.0,Accounts Payable Payment,htg_petro,2026-04-21 07:01:25
81,2025-04-25,Purchase IBC's Small Tanks BILL #,HTG Petro,Bank,819500.0,0.0,Purchases - IBC Tanks,htg_petro,2026-04-21 07:01:25
82,2025-04-25,Purchase Plastic Drums,HTG Petro,Bank,58500.0,0.0,Purchases - Plastic Drums,htg_petro,2026-04-21 07:01:25
83,2025-10-31,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,513300.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
84,2025-10-31,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,17700.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
85,2025-11-04,Sold Plastic IBCs 1000L to Scada,Scada,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
86,2025-11-05,Sold Plastic IBCs 1000L to Scada,Scada,Bank,0.0,1062000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
87,2025-11-08,Sold Plastic IBCs 1000L to Scada,Scada,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
88,2025-11-10,Sold Plastic IBCs 1000L to Scada,Scada,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
89,2025-11-11,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
90,2025-11-13,Sold Plastic IBCs 1000L to Polymer international,Polymer international,Bank,0.0,377600.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
91,2025-11-14,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,495600.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
92,2025-11-14,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,424800.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
93,2025-12-06,Sold Plastic IBCs 1000L to Polymer international,Polymer international,Bank,0.0,377600.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
94,2025-12-06,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,442500.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
95,2025-12-10,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
96,2025-12-18,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
97,2025-12-23,Sold Plastic IBCs 1000L to Polymer international,Polymer international,Bank,0.0,377600.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
98,2025-12-26,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,24000.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
99,2025-12-26,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,460925.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
100,2025-12-26,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,81200.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
101,2025-12-31,Sold  to Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,0.0,384000.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
102,2025-12-31,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
103,2026-01-01,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
104,2026-01-02,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
105,2026-01-07,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,13000.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
106,2026-01-07,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
107,2026-01-07,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
108,2026-01-07,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,103500.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
109,2026-01-07,Purchase Steel drum 200L - dented - with lacquer from Khalid plastic,Khalid plastic,Bank,26400.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
110,2026-01-07,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,7200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
111,2026-01-07,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
112,2026-01-09,Sold  to Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,0.0,432000.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
113,2026-01-10,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
114,2026-01-13,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
115,2026-01-13,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,212400.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
116,2026-01-13,Purchase Plastic drum O/M 150kg  from Khalid plastic,Khalid plastic,Bank,17460.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
117,2026-01-13,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,83440.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
118,2026-01-13,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,44700.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
119,2026-01-13,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,147510.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
120,2026-01-14,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,79200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
121,2026-01-14,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,85000.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
122,2026-01-14,Purchase Steel drum 200L - damage/cutting/cracked lacquer from Khalid plastic,Khalid plastic,Bank,2600.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
123,2026-01-14,Payment to Khalid plastic,Khalid plastic,Bank,0.0,300000.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
124,2026-01-14,Purchase Steel drum 200L - dented - without lacquer from Khalid plastic,Khalid plastic,Bank,6600.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
125,2026-01-14,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,31200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
126,2026-01-14,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,44850.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
127,2026-01-15,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
128,2026-01-16,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,150000.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
129,2026-01-16,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,212400.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
130,2026-01-17,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,88500.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
131,2026-01-17,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,442500.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
132,2026-01-19,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,10400.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
133,2026-01-19,Purchase Steel drum 200L - damage/cutting/cracked lacquer from Khalid plastic,Khalid plastic,Bank,2600.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
134,2026-01-19,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,100800.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
135,2026-01-19,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,89400.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
136,2026-01-20,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
137,2026-01-21,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
138,2026-01-22,Sold Plastic IBCs 1000L to Polymer international,Polymer international,Bank,0.0,377600.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
139,2026-01-22,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
140,2026-01-23,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
141,2026-01-24,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
142,2026-01-26,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,177000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
143,2026-01-26,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,354000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
144,2026-01-26,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
145,2026-01-27,Payment to Khalid plastic,Khalid plastic,Bank,0.0,421460.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
146,2026-01-28,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
147,2026-01-28,Sold  to Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,0.0,738375.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
148,2026-01-28,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,375900.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
149,2026-01-30,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,200000.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
150,2026-01-31,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,690300.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
151,2026-02-03,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
152,2026-02-04,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,212400.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
153,2026-02-06,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,80000.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
154,2026-02-07,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,44200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
155,2026-02-07,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,51750.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
156,2026-02-07,Purchase Steel drum 200L - dented - with lacquer from Khalid plastic,Khalid plastic,Bank,16500.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
157,2026-02-07,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,46800.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
158,2026-02-07,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,216050.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
159,2026-02-07,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,18000.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
160,2026-02-07,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,41400.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
161,2026-02-07,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,59800.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
162,2026-02-08,Payment to Khalid plastic,Khalid plastic,Bank,0.0,583900.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
163,2026-02-09,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,212400.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
164,2026-02-10,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,127500.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
165,2026-02-11,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
166,2026-02-11,Payment received from Naveed Resin (Waseem),Naveed Resin (Waseem),Bank,187500.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
167,2026-02-16,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
168,2026-02-16,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
169,2026-02-17,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
170,2026-02-17,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
171,2026-02-17,Sold Plastic drum O/M 120L  to Polymer international,Polymer international,Bank,0.0,501500.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
172,2026-02-17,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
173,2026-02-17,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,110400.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
174,2026-02-17,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,25200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
175,2026-02-17,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,39000.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
176,2026-02-17,Purchase Plastic drum O/M 120L  from Khalid plastic,Khalid plastic,Bank,163900.0,0.0,Purchases - Plastic Drums,xlsm,2026-04-21 07:01:25
177,2026-02-18,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,531000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
178,2026-02-18,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
179,2026-02-18,"Sold Steel drum 200L - without lacquer - once used, inside and outside clean  to Anjum Chemical- Pak petro",Anjum Chemical- Pak petro,Bank,0.0,672600.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
180,2026-02-21,Payment received from Waseem resin,Waseem resin,Bank,738375.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
181,2026-02-21,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,159300.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
182,2026-02-21,Payment received from Waseem resin,Waseem resin,Bank,2505655.0,0.0,Customer Payment Received,xlsm,2026-04-21 07:01:25
183,2026-02-21,"Sold Steel drum 200L - with lacquer - once used, inside and outside clean  to Waseem resin",Waseem resin,Bank,0.0,738375.0,Sales - Steel Drums,xlsm,2026-04-21 07:01:25
184,2026-02-21,Sold Plastic IBCs 1000L to Sika Pakistan,Sika Pakistan,Bank,0.0,354000.0,Sales - IBC Tanks,xlsm,2026-04-21 07:01:25
185,2026-02-23,Sold Plastic drum C/M 200L  to Sika Pakistan,Sika Pakistan,Bank,0.0,212400.0,Sales - Plastic Drums,xlsm,2026-04-21 07:01:25
186,2026-02-24,Payment to Tanveer drum,Tanveer drum,Bank,0.0,110300.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
187,2026-02-24,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,34500.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
188,2026-02-24,Payment to Tufail Port Qasim,Tufail Port Qasim,Bank,0.0,220500.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
189,2026-02-24,"Purchase Steel drum 200L - without lacquer - once used, inside and outside clean  from Khalid plastic",Khalid plastic,Bank,43200.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
190,2026-02-24,Payment to Khalid plastic,Khalid plastic,Bank,0.0,174600.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
191,2026-02-24,Purchase Steel drum 200L - damage/cutting/cracked lacquer from Khalid plastic,Khalid plastic,Bank,14400.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
192,2026-02-24,Purchase Steel drum 200L - dented - with lacquer from Khalid plastic,Khalid plastic,Bank,9900.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
193,2026-02-24,Purchase Steel drum 200L - damage/cutting/cracked lacquer from Tanveer drum,Tanveer drum,Bank,5000.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
194,2026-02-24,Purchase Steel drum 200L - rusty  from Khalid plastic,Khalid plastic,Bank,67600.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
195,2026-02-24,Payment to Tufail Port Qasim,Tufail Port Qasim,Bank,0.0,124500.0,Accounts Payable Payment,xlsm,2026-04-21 07:01:25
196,2026-02-24,Purchase Steel drum 200L - dented - with lacquer from Tanveer drum,Tanveer drum,Bank,69300.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
197,2026-02-24,"Purchase Steel drum 200L - with lacquer - once used, inside and outside clean  from Tanveer drum",Tanveer drum,Bank,36000.0,0.0,Purchases - Steel Drums,xlsm,2026-04-21 07:01:25
